,rec_id,path,label
0,287790,storage/slices/287790/9.pkl,emberiza_citrinella
1,287790,storage/slices/287790/8.pkl,emberiza_citrinella
2,287790,storage/slices/287790/10.pkl,emberiza_citrinella
3,287790,storage/slices/287790/6.pkl,emberiza_citrinella
4,287790,storage/slices/287790/7.pkl,emberiza_citrinella
5,287790,storage/slices/287790/5.pkl,emberiza_citrinella
6,287790,storage/slices/287790/4.pkl,emberiza_citrinella
7,287790,storage/slices/287790/0.pkl,emberiza_citrinella
8,287790,storage/slices/287790/1.pkl,emberiza_citrinella
9,287790,storage/slices/287790/3.pkl,emberiza_citrinella
10,287790,storage/slices/287790/2.pkl,emberiza_citrinella
11,437769,storage/slices/437769/49.pkl,turdus_philomelos
12,437769,storage/slices/437769/61.pkl,turdus_philomelos
13,437769,storage/slices/437769/75.pkl,turdus_philomelos
14,437769,storage/slices/437769/74.pkl,turdus_philomelos
15,437769,storage/slices/437769/60.pkl,turdus_philomelos
16,437769,storage/slices/437769/48.pkl,turdus_philomelos
17,437769,storage/slices/437769/76.pkl,turdus_philomelos
18,437769,storage/slices/437769/62.pkl,turdus_philomelos
19,437769,storage/slices/437769/89.pkl,turdus_philomelos
20,437769,storage/slices/437769/88.pkl,turdus_philomelos
21,437769,storage/slices/437769/63.pkl,turdus_philomelos
22,437769,storage/slices/437769/77.pkl,turdus_philomelos
23,437769,storage/slices/437769/73.pkl,turdus_philomelos
24,437769,storage/slices/437769/67.pkl,turdus_philomelos
25,437769,storage/slices/437769/9.pkl,turdus_philomelos
26,437769,storage/slices/437769/98.pkl,turdus_philomelos
27,437769,storage/slices/437769/99.pkl,turdus_philomelos
28,437769,storage/slices/437769/8.pkl,turdus_philomelos
29,437769,storage/slices/437769/66.pkl,turdus_philomelos
30,437769,storage/slices/437769/72.pkl,turdus_philomelos
31,437769,storage/slices/437769/64.pkl,turdus_philomelos
32,437769,storage/slices/437769/70.pkl,turdus_philomelos
33,437769,storage/slices/437769/58.pkl,turdus_philomelos
34,437769,storage/slices/437769/59.pkl,turdus_philomelos
35,437769,storage/slices/437769/71.pkl,turdus_philomelos
36,437769,storage/slices/437769/65.pkl,turdus_philomelos
37,437769,storage/slices/437769/16.pkl,turdus_philomelos
38,437769,storage/slices/437769/103.pkl,turdus_philomelos
39,437769,storage/slices/437769/117.pkl,turdus_philomelos
40,437769,storage/slices/437769/116.pkl,turdus_philomelos
41,437769,storage/slices/437769/102.pkl,turdus_philomelos
42,437769,storage/slices/437769/17.pkl,turdus_philomelos
43,437769,storage/slices/437769/29.pkl,turdus_philomelos
44,437769,storage/slices/437769/15.pkl,turdus_philomelos
45,437769,storage/slices/437769/114.pkl,turdus_philomelos
46,437769,storage/slices/437769/100.pkl,turdus_philomelos
47,437769,storage/slices/437769/101.pkl,turdus_philomelos
48,437769,storage/slices/437769/115.pkl,turdus_philomelos
49,437769,storage/slices/437769/14.pkl,turdus_philomelos
50,437769,storage/slices/437769/28.pkl,turdus_philomelos
51,437769,storage/slices/437769/10.pkl,turdus_philomelos
52,437769,storage/slices/437769/38.pkl,turdus_philomelos
53,437769,storage/slices/437769/111.pkl,turdus_philomelos
