,rec_id,path,label
0,287790,storage/slices/287790/9.pkl,emberiza_citrinella
1,287790,storage/slices/287790/8.pkl,emberiza_citrinella
2,287790,storage/slices/287790/10.pkl,emberiza_citrinella
3,287790,storage/slices/287790/6.pkl,emberiza_citrinella
4,287790,storage/slices/287790/7.pkl,emberiza_citrinella
5,287790,storage/slices/287790/5.pkl,emberiza_citrinella
6,287790,storage/slices/287790/4.pkl,emberiza_citrinella
7,287790,storage/slices/287790/0.pkl,emberiza_citrinella
8,287790,storage/slices/287790/1.pkl,emberiza_citrinella
9,287790,storage/slices/287790/3.pkl,emberiza_citrinella
10,287790,storage/slices/287790/2.pkl,emberiza_citrinella
11,269683,storage/slices/269683/9.pkl,fringilla_coelebs
12,269683,storage/slices/269683/8.pkl,fringilla_coelebs
13,269683,storage/slices/269683/16.pkl,fringilla_coelebs
14,269683,storage/slices/269683/17.pkl,fringilla_coelebs
15,269683,storage/slices/269683/15.pkl,fringilla_coelebs
16,269683,storage/slices/269683/14.pkl,fringilla_coelebs
17,269683,storage/slices/269683/10.pkl,fringilla_coelebs
18,269683,storage/slices/269683/11.pkl,fringilla_coelebs
19,269683,storage/slices/269683/13.pkl,fringilla_coelebs
20,269683,storage/slices/269683/12.pkl,fringilla_coelebs
21,269683,storage/slices/269683/20.pkl,fringilla_coelebs
22,269683,storage/slices/269683/21.pkl,fringilla_coelebs
23,269683,storage/slices/269683/19.pkl,fringilla_coelebs
24,269683,storage/slices/269683/18.pkl,fringilla_coelebs
25,269683,storage/slices/269683/6.pkl,fringilla_coelebs
26,269683,storage/slices/269683/7.pkl,fringilla_coelebs
27,269683,storage/slices/269683/5.pkl,fringilla_coelebs
28,269683,storage/slices/269683/4.pkl,fringilla_coelebs
29,269683,storage/slices/269683/0.pkl,fringilla_coelebs
30,269683,storage/slices/269683/1.pkl,fringilla_coelebs
31,269683,storage/slices/269683/3.pkl,fringilla_coelebs
32,269683,storage/slices/269683/2.pkl,fringilla_coelebs
33,269677,storage/slices/269677/9.pkl,fringilla_coelebs
34,269677,storage/slices/269677/8.pkl,fringilla_coelebs
35,269677,storage/slices/269677/16.pkl,fringilla_coelebs
36,269677,storage/slices/269677/15.pkl,fringilla_coelebs
37,269677,storage/slices/269677/14.pkl,fringilla_coelebs
38,269677,storage/slices/269677/10.pkl,fringilla_coelebs
39,269677,storage/slices/269677/11.pkl,fringilla_coelebs
40,269677,storage/slices/269677/13.pkl,fringilla_coelebs
41,269677,storage/slices/269677/12.pkl,fringilla_coelebs
42,269677,storage/slices/269677/6.pkl,fringilla_coelebs
43,269677,storage/slices/269677/7.pkl,fringilla_coelebs
44,269677,storage/slices/269677/5.pkl,fringilla_coelebs
45,269677,storage/slices/269677/4.pkl,fringilla_coelebs
46,269677,storage/slices/269677/0.pkl,fringilla_coelebs
47,269677,storage/slices/269677/1.pkl,fringilla_coelebs
48,269677,storage/slices/269677/3.pkl,fringilla_coelebs
49,269677,storage/slices/269677/2.pkl,fringilla_coelebs
50,269684,storage/slices/269684/9.pkl,fringilla_coelebs
51,269684,storage/slices/269684/8.pkl,fringilla_coelebs
52,269684,storage/slices/269684/16.pkl,fringilla_coelebs
