,rec_id,path,label
0,287806,storage/slices/287806/37.pkl,0
1,287806,storage/slices/287806/50.pkl,0
2,287830,storage/slices/287830/10.pkl,0
3,287846,storage/slices/287846/132.pkl,0
4,287882,storage/slices/287882/68.pkl,0
5,287885,storage/slices/287885/16.pkl,0
6,287799,storage/slices/287799/29.pkl,0
7,287813,storage/slices/287813/91.pkl,0
8,287833,storage/slices/287833/6.pkl,0
9,287812,storage/slices/287812/172.pkl,0
10,287813,storage/slices/287813/126.pkl,0
11,287885,storage/slices/287885/58.pkl,0
12,287815,storage/slices/287815/4.pkl,0
13,287885,storage/slices/287885/86.pkl,0
14,287824,storage/slices/287824/25.pkl,0
15,287828,storage/slices/287828/30.pkl,0
16,287812,storage/slices/287812/58.pkl,0
17,287813,storage/slices/287813/125.pkl,0
18,287856,storage/slices/287856/57.pkl,0
19,287846,storage/slices/287846/43.pkl,0
20,287828,storage/slices/287828/9.pkl,0
21,287813,storage/slices/287813/124.pkl,0
22,287809,storage/slices/287809/11.pkl,0
23,287809,storage/slices/287809/41.pkl,0
24,287824,storage/slices/287824/7.pkl,0
25,287811,storage/slices/287811/39.pkl,0
26,287812,storage/slices/287812/64.pkl,0
27,287874,storage/slices/287874/44.pkl,0
28,287829,storage/slices/287829/10.pkl,0
29,287871,storage/slices/287871/283.pkl,0
30,287885,storage/slices/287885/78.pkl,0
31,287802,storage/slices/287802/96.pkl,0
32,287807,storage/slices/287807/7.pkl,0
33,287871,storage/slices/287871/86.pkl,0
34,287879,storage/slices/287879/11.pkl,0
35,287824,storage/slices/287824/28.pkl,0
36,287846,storage/slices/287846/98.pkl,0
37,287805,storage/slices/287805/21.pkl,0
38,287846,storage/slices/287846/113.pkl,0
39,287871,storage/slices/287871/78.pkl,0
40,287814,storage/slices/287814/1.pkl,0
41,287813,storage/slices/287813/79.pkl,0
42,287871,storage/slices/287871/184.pkl,0
43,287857,storage/slices/287857/102.pkl,0
44,287809,storage/slices/287809/21.pkl,0
45,287870,storage/slices/287870/71.pkl,0
46,287830,storage/slices/287830/37.pkl,0
47,287867,storage/slices/287867/60.pkl,0
48,287851,storage/slices/287851/27.pkl,0
49,287881,storage/slices/287881/52.pkl,0
50,287829,storage/slices/287829/42.pkl,0
51,287871,storage/slices/287871/209.pkl,0
52,287865,storage/slices/287865/96.pkl,0
53,287812,storage/slices/287812/70.pkl,0
54,287803,storage/slices/287803/32.pkl,0
55,287865,storage/slices/287865/67.pkl,0
56,287871,storage/slices/287871/27.pkl,0
57,287813,storage/slices/287813/221.pkl,0
58,287790,storage/slices/287790/2.pkl,0
59,287830,storage/slices/287830/50.pkl,0
60,287834,storage/slices/287834/33.pkl,0
61,287863,storage/slices/287863/46.pkl,0
62,287856,storage/slices/287856/35.pkl,0
63,287812,storage/slices/287812/159.pkl,0
64,287865,storage/slices/287865/107.pkl,0
65,287836,storage/slices/287836/6.pkl,0
66,287853,storage/slices/287853/10.pkl,0
67,287874,storage/slices/287874/62.pkl,0
68,287865,storage/slices/287865/95.pkl,0
69,287869,storage/slices/287869/5.pkl,0
70,287865,storage/slices/287865/110.pkl,0
71,287822,storage/slices/287822/21.pkl,0
72,287824,storage/slices/287824/20.pkl,0
73,287863,storage/slices/287863/37.pkl,0
74,287812,storage/slices/287812/101.pkl,0
75,287871,storage/slices/287871/316.pkl,0
76,287812,storage/slices/287812/77.pkl,0
77,287871,storage/slices/287871/372.pkl,0
78,287834,storage/slices/287834/16.pkl,0
79,287847,storage/slices/287847/5.pkl,0
80,287866,storage/slices/287866/10.pkl,0
81,287871,storage/slices/287871/265.pkl,0
82,287878,storage/slices/287878/5.pkl,0
83,287870,storage/slices/287870/26.pkl,0
84,287874,storage/slices/287874/0.pkl,0
85,287871,storage/slices/287871/387.pkl,0
86,287871,storage/slices/287871/235.pkl,0
87,287882,storage/slices/287882/13.pkl,0
88,287874,storage/slices/287874/12.pkl,0
89,287846,storage/slices/287846/101.pkl,0
90,287834,storage/slices/287834/47.pkl,0
91,287874,storage/slices/287874/103.pkl,0
92,287880,storage/slices/287880/17.pkl,0
